,doi,title,type,journal,date,citations,altmetric,authors,org_led,org_authors,genders,org_genders,first_gender,last_gender,female_authors,male_authors,nonbinary_authors,affiliations,countries
156,10.1073/pnas.1707743114,Direct measurements of meltwater runoff on the Greenland ice sheet surface,Journal,Proceedings of the National Academy of Sciences of the United States of America,2017-12-12,41.0,198.272,"Laurence C. Smith, Kang Yang, Lincoln H. Pitcher, Brandon T. Overstreet, Vena W. Chu, Åsa K. Rennermalm, Jonathan C. Ryan, Matthew G. Cooper, Colin J. Gleason, Marco Tedesco, Jeyavinoth Jeyaratnam, Dirk Van As, Michiel R. Van Den Broeke, Willem Jan Van De Berg, Brice Noël, Peter L. Langen, Richard I. Cullather, Bin Zhao, Michael J. Willis, Alun Hubbard, Jason E. Box, Brittany A. Jenner, Alberto E. Behar",False,Jason E. Box,"female, male, male, male, female, female, male, male, male, male, male, male, male, male, male, male, male, male, male, male, male, female, male",male,female,male,4.0,19.0,0.0,"Jet Propulsion Laboratory, Institute for Marine and Atmospheric Research, Utrecht, Rutgers University–New Brunswick, University of California, Los Angeles, Brown University, Lamont-Doherty Earth Observatory, University of Massachusetts Amherst, Danmarks Meteorologiske Institut, City College of New York, SonTek, University of Colorado Boulder, University of Maryland, College Park, University of California, Santa Barbara, Nanjing University, NASA Goddard Space Flight Center, Aberystwyth University, Geological Survey of Denmark and Greenland, University of Wyoming, UiT The Arctic University of Norway","China, United States, Norway, United Kingdom, Denmark, Netherlands"
157,10.1007/s40641-017-0084-8,Greenland Ice Sheet Surface Mass Loss: Recent Developments in Observation and Modeling,Journal,Current Climate Change Reports,2017-12-01,59.0,25.41,"Michiel van den Broeke, Jason Box, Xavier Fettweis, Edward Hanna, Brice Noël, Marco Tedesco, Dirk van As, Willem Jan van de Berg, Leo van Kampenhout",False,Jason E. Box,"male, male, male, male, male, male, male, male, male",male,male,male,0.0,9.0,0.0,"University of Lincoln, Institute for Marine and Atmospheric Research, Utrecht, Université de Liège, Geological Survey of Denmark and Greenland, Lamont-Doherty Earth Observatory","United States, Belgium, United Kingdom, Denmark, Netherlands"
158,10.1038/s41598-017-01451-7,Volcanic influence on centennial to millennial Holocene Greenland temperature change,Journal,Scientific Reports,2017-12-01,62.0,96.94,"Takuro Kobashi, Laurie Menviel, Aurich Jeltsch-Thömmes, Bo M. Vinther, Jason E. Box, Raimund Muscheler, Toshiyuki Nakaegawa, Patrik L. Pfister, Michael Döring, Markus Leuenberger, Heinz Wanner, Atsumu Ohmura",False,Jason E. Box,"male, female, male, male, male, male, male, male, male, male, male, male",male,male,male,1.0,11.0,0.0,"ETH Zürich, Meteorological Research Institute, ARC Centre of Excellence for Climate System Science, University of Bern, UNSW Sydney, Lunds Universitet, Niels Bohr Institutet, Geological Survey of Denmark and Greenland, Renewable Energy Institute","Sweden, Switzerland, Japan, Denmark, Australia"
159,10.1038/nature23873,Delta progradation in Greenland driven by increasing glacial mass loss,Journal,Nature,2017-10-04,36.0,277.346,"Mette Bendixen, Lars Lønsmann Iversen, Anders Anker Bjørk, Bo Elberling, Andreas Westergaard-Nielsen, Irina Overeem, Katy R. Barnhart, Shfaqat Abbas Khan, Jason E. Box, Jakob Abermann, Kirsty Langley, Aart Kroon",False,Jason E. Box,"female, male, male, male, male, female, female, male, male, male, female, male",male,female,male,4.0,8.0,0.0,"Jet Propulsion Laboratory, University of Colorado Boulder, Københavns Universitet, Asiaq Greenland Survey, Technical University of Denmark, Statens Naturhistoriske Museum, Geological Survey of Denmark and Greenland, University of California, Irvine","United States, Denmark, Greenland"
160,10.1175/2017BAMSStateoftheClimate.1,State of the climate in 2016,Journal,Bulletin of the American Meteorological Society,2017-08-01,54.0,408.33,"Arlene P. Aaron-Morrison, Steven A. Ackerman, Nicolaus G. Adams, Robert F. Adler, Adelina Albanil, E. J. Alfaro, Rob Allan, Lincoln M. Alves, Jorge A. Amador, L. M. Andreassen, A. Arendt, Juan Arévalo, Derek S. Arndt, N. M. Arzhanova, M. M. Aschan, César Azorin-Molina, Viva Banzon, M. U. Bardin, Jonathan Barichivich, Molly O. Baringer, Sandra Barreira, Stephen Baxter, Juan Bazo, Andreas Becker, Kristopher M. Bedka, Michael J. Behrenfeld, Gerald D. Bell, M. Belmont, Angela Benedetti, G. Bernhard, Paul Berrisford, David I. Berry, María L. Bettolli, U. S. Bhatt, Mario Bidegain, Brian D. Bill, Sam Billheimer, Peter Bissolli, Eric S. Blake, Jessica Blunden, Michael G. Bosilovich, Olivier Boucher, Dagne Boudet, J. E. Box, Tim Boyer, Geir O. Braathen, David H. Bromwich, R. Brown, Olga N. Bulygina, D. Burgess, Blanca Calderón, Suzana J. Camargo, Jayaka D. Campbell, J. Cappelen, Gualberto Carrasco, Brendan R. Carter, Don P. Chambers, Elise Chandler, Hanne H. Christiansen, John R. Christy, Daniel Chung, E. S. Chung, Kathy Cinque, Kyle R. Clem, Caio A. Coelho, J. G. Cogley, Melanie Coldewey-Egbers, Steve Colwell, Owen R. Cooper, L. Copland, Catherine E. Cosca, Jessica N. Cross, Molly J. Crotwell, Jake Crouch, Sean M. Davis, Elvira De Eyto, Richard A.M. De Jeu, Jos De Laat, Curtis L. Degasperi, Doug Degenstein, M. Demircan, C. Derksen, Dale Destin, Larry Di Girolamo, F. Di Giuseppe, Howard J. Diamond, Ed J. Dlugokencky, Kathleen Dohan, Martin T. Dokulil, A. V. Dolgov, A. Johannes Dolman, Catia M. Domingues, Markus G. Donat, Shenfu Dong, Wouter A. Dorigo, Quay Dortch, Greg Doucette, D. S. Drozdov, Hugh Ducklow, Robert J.H. Dunn",False,Jason E. Box,"female, male, male, male, female, male, male, male, male, female, male, male, male, male, male, male, female, male, male, female, female, male, male, male, male, male, male, male, female, male, male, male, female, female, male, male, male, male, male, female, male, male, male, male, male, male, male, male, female, male, female, female, male, male, male, male, male, female, female, male, male, male, female, male, male, male, female, male, male, male, female, female, female, male, male, female, male, male, male, male, male, male, male, male, male, male, male, female, male, male, male, female, male, male, male, male, male, male, male, male",male,female,male,23.0,77.0,0.0,"Melbourne Water, Transmissivity and VanderSat, Universität Innsbruck, Technische Universität Wien, University of Illinois Urbana-Champaign, Universidad Austral de Chile, The University of the West Indies, Turkish State Meteorological Service, Royal Netherlands Meteorological Institute, Cooperative Institute for Meteorological Satellite Studies, Byrd Polar and Climate Research Center, University of Saskatchewan, Section for Glaciers, European Centre for Medium-Range Weather Forecasts, Servicio Nacional de Meteorología e Hidrología del Perú, All-Russian Research Institute of Hydrometeorological Information - World Data Center, Universidad de Costa Rica, Instituto Pirenaico de Ecología, Marine Institute Ireland, National Oceanic and Atmospheric Administration, University of South Florida St. Petersburg, Scripps Institution of Oceanography, Rosenstiel School of Marine and Atmospheric Science, Islamic Republic of Iranian Meteorological Organization, UNSW Sydney, Instituto Nacional de Meteorología e Hidrología de Venezuela (INAMEH), Danmarks Meteorologiske Institut, NOAA National Ocean Service, Biospherical Instruments, Instituto Uruguayo de Meteorología, Earth and Space Research, Deutscher Wetterdienst, NOAA Atlantic Oceanographic and Meteorological Laboratory, Institute of Meteorology of Cuba, World Meteorological Organization,  Tobago Meteorological Service, King County Water and Land Resources Division, Laboratoire de Météorologie Dynamique, Environment Canada, University of Alaska Fairbanks, Knipovich Polar Research Institute of Marine Fisheries and Oceanography, Victoria University of Wellington, Servicio Nacional de Meteorología e Hidrología de Bolivia, University of Colorado Boulder, University of Maryland, College Park, Universidad de Buenos Aires, NASA Langley Research Center, Met Office, The University of Alabama in Huntsville, Geological Survey of Canada, Deutsches Zentrum fur Luft- Und Raumfahrt, Seychelles National Meteorological Services, British Antarctic Survey, Institute of the Earth Cryosphere of the Siberian Branch of the RAS, University of Washington, Bureau of Meteorology Australia, NASA Goddard Space Flight Center, The University Centre in Svalbard, NOAA/NESDIS National Centers for Environmental Information, National Hurricane Center, Geological Survey of Denmark and Greenland, Oregon State University, National Meteorological Service of Mexico, NOAA Coastal Services Center, University of Ottawa, National Oceanography Centre Southampton, Antarctic Climate and Ecosystems Cooperative Research Centre, Vrije Universiteit Amsterdam, Trinidad &amp, Trent University, Antigua and Barbuda Meteorological Service, Lamont-Doherty Earth Observatory, Instituto Nacional de Pesquisas Espaciais, Argentine Naval Hydrographic Service, UiT The Arctic University of Norway","Iran, Uruguay, Jamaica, Trinidad and Tobago, Switzerland, Cuba, Argentina, Russian Federation, Germany, Mexico, France, Brazil, Chile, Spain, Ireland, Peru, Norway, Seychelles, Antigua and Barbuda, Canada, Denmark, Australia, Costa Rica, United States, Bolivia, Austria, Turkey, Venezuela, United Kingdom, Netherlands, New Zealand"
161,10.1002/2016GL072212,The recent warming trend in North Greenland,Journal,Geophysical Research Letters,2017-06-28,14.0,51.95,"Anais J. Orsi, Kenji Kawamura, Valerie Masson-Delmotte, Xavier Fettweis, Jason E. Box, Dorthe Dahl-Jensen, Gary D. Clow, Amaelle Landais, Jeffrey P. Severinghaus",False,Jason E. Box,"male, male, female, male, male, female, male, female, male",male,male,male,3.0,6.0,0.0,"Scripps Institution of Oceanography, Université de Versailles Saint-Quentin-en-Yvelines, Geological Survey of Denmark and Greenland, University of Colorado Boulder, Niels Bohr Institutet, Japan Agency for Marine-Earth Science and Technology, Université de Liège, National Institute of Polar Research, The Graduate University for Advanced Studies, United States Geological Survey","France, United States, Belgium, Japan, Denmark"
162,10.1002/2017GL073661,How robust are in situ observations for validating satellite-derived albedo over the dark zone of the Greenland Ice Sheet?,Journal,Geophysical Research Letters,2017-06-28,20.0,57.83,"J. C. Ryan, A. Hubbard, T. D. Irvine-Fynn, S. H. Doyle, J. M. Cook, M. Stibal, J. E. Box",False,Jason E. Box,"male, male, male, male, male, male, male",male,male,male,0.0,7.0,0.0,"Aberystwyth University, UiT The Arctic University of Norway, Geological Survey of Denmark and Greenland, Charles University, The University of Sheffield","United Kingdom, Norway, Czech Republic, Denmark"
163,10.1002/2017GL073219,Carbon dating reveals a seasonal progression in the source of particulate organic carbon exported from the Greenland Ice Sheet,Journal,Geophysical Research Letters,2017-06-28,18.0,2.85,"T. J. Kohler, J. D. Žárský, J. C. Yde, G. Lamarche-Gagnon, J. R. Hawkings, A. J. Tedstone, J. L. Wadham, J. E. Box, A. D. Beaton, M. Stibal",False,Jason E. Box,"male, male, male, male, male, male, female, male, male, male",male,male,male,1.0,9.0,0.0,"National Oceanography Centre Southampton, University of Bristol, Charles University, Geological Survey of Denmark and Greenland, Western Norway University of Applied Sciences","United Kingdom, Norway, Czech Republic, Denmark"
164,10.3389/feart.2017.00052,Ecological modeling of the supraglacial ecosystem: A process-based perspective,Journal,Frontiers in Earth Science,2017-06-23,4.0,7.85,"Marek Stibal, James A. Bradley, Jason E. Box",False,Jason E. Box,"male, male, male",male,male,male,0.0,3.0,0.0,"Geological Survey of Denmark and Greenland, University of Southern California, Charles University","United States, Denmark, Czech Republic"
165,10.5194/tc-11-1371-2017,Hypsometric amplification and routing moderation of Greenland ice sheet meltwater release,Journal,Cryosphere,2017-06-09,35.0,63.95,"Dirk Van As, Andreas Bech Mikkelsen, Morten Holtegaard Nielsen, Jason E. Box, Lillemor Claesson Liljedahl, Katrin Lindbäck, Lincoln Pitcher, Bent Hasholt",False,Jason E. Box,"male, male, male, male, female, female, male, male",male,male,male,2.0,6.0,0.0,"Swedish Nuclear Fuel Management (Svensk Kärnbränslehantering), Norsk Polarinstitutt, Københavns Universitet, University of California, Los Angeles, Geological Survey of Denmark and Greenland, Marine Science and Consulting","Sweden, United States, Norway, Denmark"
166,10.3389/feart.2017.00040,Derivation of high spatial resolution albedo from UAV digital imagery: Application over the Greenland ice sheet,Journal,Frontiers in Earth Science,2017-05-23,25.0,31.88,"Jonathan C. Ryan, Alun Hubbard, Jason E. Box, Stephen Brough, Karen Cameron, Joseph M. Cook, Matthew Cooper, Samuel H. Doyle, Arwyn Edwards, Tom Holt, Tristram Irvine-Fynn, Christine Jones, Lincoln H. Pitcher, Asa K. Rennermalm, Laurence C. Smith, Marek Stibal, Neal Snooke",False,Jason E. Box,"male, male, male, male, female, male, male, male, male, male, male, female, male, male, female, male, male",male,male,male,3.0,14.0,0.0,"The University of Sheffield, Aberystwyth University, Institute of Biological, Environmental and Rural Sciences, Rutgers University–New Brunswick, University of California, Los Angeles, Geological Survey of Denmark and Greenland, Keele University, Charles University, UiT The Arctic University of Norway","United States, Norway, Denmark, United Kingdom, Czech Republic"
167,10.5194/tc-11-1015-2017,Reconstructions of the 1900-2015 Greenland ice sheet surface mass balance using the regional climate MAR model,Journal,Cryosphere,2017-04-25,195.0,20.032,"Xavier Fettweis, Jason E. Box, Cécile Agosta, Charles Amory, Christoph Kittel, Charlotte Lang, Dirk Van As, Horst Machguth, Hubert Gallée",False,Jason E. Box,"male, male, female, male, male, female, male, male, male",male,male,male,2.0,7.0,0.0,"University of Zurich, Université de Liège, Institut des Géosciences de l'Environnement (IGE), Geological Survey of Denmark and Greenland, University of Fribourg","France, Belgium, Denmark, Switzerland"
168,10.1111/1758-2229.12510,Nitrate addition has minimal short-term impacts on greenland ice sheet supraglacial prokaryotes,Journal,Environmental Microbiology Reports,2017-04-01,4.0,14.93,"Karen A. Cameron, Marek Stibal, Nathan Chrismas, Jason Box, Carsten S. Jacobsen",False,Jason E. Box,"female, male, male, male, male",male,female,male,1.0,4.0,0.0,"Københavns Universitet, Institute of Biological, Environmental and Rural Sciences, University of Bristol, Aarhus Universitet, Geological Survey of Denmark and Greenland, Charles University","Czech Republic, United Kingdom, Denmark"
